Visitor ID,Date,Response,Rating,Account ID
user-ascendlearning.live-1498,2018-10-04 06:51:23,,10,ascendlearning.live::9999999-Ascend Learning
user-ascendlearning.live-2538,2018-10-04 06:04:33,,7,ascendlearning.live::9999999-Ascend Learning
user-ascendlearning.live-2743,2018-10-04 06:32:42,,7,ascendlearning.live::9999999-Ascend Learning
user-ascendlearning.live-3444,2018-10-04 06:21:07,,9,ascendlearning.live::9999999-Ascend Learning
user-aspire.live-1574,2018-10-04 06:55:31,,7,aspire.live::1-Central Valley
user-aspire.live-6976,2018-10-04 06:55:46,"I like using it to make weekly  quizzes for my students. However, I wish that the questions were more aligned to SBAC.",8,aspire.live::2-Bay Area
user-auroraps.live-2410,2018-10-04 06:37:37,,5,auroraps.live::9999999-Aurora Public Schools
user-auroraps.live-2843,2018-10-04 06:18:12,,4,auroraps.live::9999999-Aurora Public Schools
user-auroraps.live-3877,2018-10-04 06:35:07,,6,auroraps.live::9999999-Aurora Public Schools
user-austintown.live-2281,2018-10-04 06:25:26,,6,austintown.live::48298-Austintown Local School District
user-austintown.live-2365,2018-10-04 06:28:03,,1,austintown.live::48298-Austintown Local School District
user-austintown.live-399,2018-10-04 06:48:29,,6,austintown.live::48298-Austintown Local School District
user-bcschools.live-423,2018-10-04 06:10:31,"I love that fact I can pull up what I want to know about students right away!
",10,bcschools.live::9999999-Bay City School District
user-bcsd.live-12460,2018-10-04 06:03:01,,7,bcsd.live::9999999-Bakersfield City School District
user-beaumont.dna-2962,2018-10-04 06:59:48,,5,beaumont.dna::18-Beaumont Unified School District
user-belen.live-1749,2018-10-04 06:31:15,Sometimes it is very difficult to navigate through it.,5,belen.live::9999999-Belen Consolidated Schools
user-berkeley.dna-729,2018-10-04 06:10:04,"Your defaults settings are terrible. Every time I want to take attendance, it defaults me to a group or class that I don't have. If I want to switch between classes, same thing. ",0,berkeley.dna::9999999-Berkeley Unified School District
user-berkley.live-394,2018-10-04 06:55:05,,6,berkley.live::9999999-Berkley Schools
user-berrienresa.ise-12435,2018-10-04 06:05:42,It is not user friendly,1,berrienresa.ise::11300-Niles District
user-berrienresa.ise-12523,2018-10-04 06:43:11,"There are weaknesses with the system that have gone unaddressed. The webpage is often updated to a more complicated program, making it difficult to find information. IEP goals and benchmarks often do not fit tightly into categories. This leads users to taking steps that ""best fit"" student needs versus actually addressing the needs of students. Illuminate programmers do not seek input from users....programmers feel they know what is best and do not seek input from those of us who use and implement IEPs; REEDs; etc.",6,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-12773,2018-10-04 06:48:50,,5,berrienresa.ise::11210-Brandywine District
user-berrienresa.ise-13991,2018-10-04 06:50:13,,9,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-18258,2018-10-04 06:08:07,Don't like the new layout.,4,berrienresa.ise::9999999-Consortium
user-berrienresa.ise-18267,2018-10-04 06:54:26,,3,berrienresa.ise::11300-Niles District
user-berrienresa.ise-18480,2018-10-04 06:07:46,,2,berrienresa.ise::11030-Lakeshore District
user-berrienresa.ise-18507,2018-10-04 06:24:17,,5,berrienresa.ise::11901-Countryside District
user-berrienresa.ise-19719,2018-10-04 06:16:33,,8,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-20149,2018-10-04 06:59:57,,7,berrienresa.ise::11000-Berrien RESA (District)
user-berrienresa.ise-20381,2018-10-04 06:53:30,,10,berrienresa.ise::11300-Niles District
user-birmingham.live-315,2018-10-04 06:34:45,,0,birmingham.live::9999999-Birmingham Public Schools
user-birmingham.live-898,2018-10-04 06:12:53,,8,birmingham.live::9999999-Birmingham Public Schools
user-bossier.live-1155,2018-10-04 06:51:25,,10,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-1436,2018-10-04 06:45:38,It's very convenient and pretty user friendly.,8,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-1814,2018-10-04 06:47:09,,7,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2171,2018-10-04 06:19:03,,10,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2305,2018-10-04 06:02:29,Versatile - unified- fairly user friendly,8,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2374,2018-10-04 06:32:54,,10,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2442,2018-10-04 06:26:55,It is the system that our parish is now using and it has its positives and negatives but overall its a good system.,10,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2610,2018-10-04 06:04:01,"grading capabilities, and can be used pretty fluently with your phone. ",9,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-2940,2018-10-04 06:34:03,,5,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-3256,2018-10-04 06:29:00,,8,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-3263,2018-10-04 06:00:22,,7,bossier.live::9999999-Bossier Parish Schools
user-bossier.live-747,2018-10-04 06:45:30,,10,bossier.live::9999999-Bossier Parish Schools
user-bostonpublicschools.live-11986,2018-10-04 06:32:59,,10,bostonpublicschools.live::9999999-Boston Public Schools
user-bostonpublicschools.live-6366,2018-10-04 06:39:31,,9,bostonpublicschools.live::9999999-Boston Public Schools
user-bostonpublicschools.live-6559,2018-10-04 06:01:03,,5,bostonpublicschools.live::9999999-Boston Public Schools
user-bostonpublicschools.live-8298,2018-10-04 06:23:14,,10,bostonpublicschools.live::9999999-Boston Public Schools
user-bostonpublicschools.live-9164,2018-10-04 06:13:37,"I find it very difficult to use.  Not intuitive, and confusing.",0,bostonpublicschools.live::9999999-Boston Public Schools
user-bpusd.isi-9291074,2018-10-04 06:54:24,,4,bpusd.isi::9999999-BALDWIN PARK UNIFIED SCHOOL DISTRICT
user-bpusd.isi-9292072,2018-10-04 06:39:19,,10,bpusd.isi::9999999-BALDWIN PARK UNIFIED SCHOOL DISTRICT
user-brandon.live-49,2018-10-04 06:51:50,,4,brandon.live::9999999-Brandon School District
user-brightonsd.live-110,2018-10-04 06:19:47,,10,brightonsd.live::9999999-Brighton School District
user-brightonsd.live-1103,2018-10-04 06:24:01,,5,brightonsd.live::9999999-Brighton School District
user-brightonsd.live-1360,2018-10-04 06:47:15,,7,brightonsd.live::9999999-Brighton School District
user-brightonsd.live-810,2018-10-04 06:21:51,,7,brightonsd.live::9999999-Brighton School District
user-brightstarschools.live-1804,2018-10-04 06:55:40,,10,brightstarschools.live::9999999-Bright Star Schools
user-brightstarschools.live-2252,2018-10-04 06:55:55,,8,brightstarschools.live::9999999-Bright Star Schools
user-brightstarschools.live-2408,2018-10-04 06:51:05,,5,brightstarschools.live::9999999-Bright Star Schools
user-brilla.live-115,2018-10-04 06:26:58,,10,brilla.live::9999999-Brilla College Prep Charter Schools
user-brilla.live-130,2018-10-04 06:18:38,,10,brilla.live::9999999-Brilla College Prep Charter Schools
user-bronxexcellence.live-738,2018-10-04 06:01:50,,7,bronxexcellence.live::9999999-Excellence Community Schools
user-brookfield.live-196,2018-10-04 06:08:56,,10,brookfield.live::9999999-Brookfield Local SD
user-brooklynlaboratoryschool.live-170,2018-10-04 06:01:00,,9,brooklynlaboratoryschool.live::9999999-Brooklyn Laboratory Charter District
user-bss.live-150,2018-10-04 06:09:43,,5,bss.live::9999999-Bellbrook-Sugarcreek Local School District
user-bss.live-150,2018-10-04 06:10:06,,5,bss.live::9999999-Bellbrook-Sugarcreek Local School District
user-btly.live-120,2018-10-04 06:29:24,,8,btly.live::9999999-Bentley Community Schools
user-bulloch.live-2755,2018-10-04 06:29:27,I appreciate that it allows me to administer interview assessments quickly and records the data for reference later.,7,bulloch.live::9999999-Bulloch County Schools
user-bulloch.live-4441,2018-10-04 06:04:38,,3,bulloch.live::9999999-Bulloch County Schools
user-bulloch.live-5131,2018-10-04 06:40:20,,10,bulloch.live::9999999-Bulloch County Schools
user-bvls.live-254,2018-10-04 06:49:11,,3,bvls.live::9999999-Buckeye Valley Local Schools
user-bwcf.live-324,2018-10-04 06:35:45,,10,bwcf.live::9999999-Beginning with Children
user-bwcf.live-535,2018-10-04 06:07:39,no,8,bwcf.live::9999999-Beginning with Children
user-bwcf.live-588,2018-10-04 06:37:32,,9,bwcf.live::9999999-Beginning with Children
user-bwcf.live-632,2018-10-04 06:41:40,,9,bwcf.live::9999999-Beginning with Children
user-bwcf.live-661,2018-10-04 06:03:55,,1,bwcf.live::9999999-Beginning with Children
user-bwcf.live-807,2018-10-04 06:41:03,,10,bwcf.live::9999999-Beginning with Children
user-caddoschools.live-1946,2018-10-04 06:15:10,,10,caddoschools.live::9999999-Caddo Parish
user-caddoschools.live-19668,2018-10-04 06:51:20,,5,caddoschools.live::9999999-Caddo Parish
user-caddoschools.live-409,2018-10-04 06:32:44,too hard to navigate. Not user friendly at all!,0,caddoschools.live::9999999-Caddo Parish
user-capitalprep.live-172,2018-10-04 06:49:35,,9,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-203,2018-10-04 06:18:32,,5,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-212,2018-10-04 06:28:05,,10,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-236,2018-10-04 06:16:14,,6,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-239,2018-10-04 06:06:20,,8,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-255,2018-10-04 06:56:36,,9,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-270,2018-10-04 06:39:19,,6,capitalprep.live::9999999-Capital Preparatory Schools District
user-capitalprep.live-91,2018-10-04 06:11:07,,10,capitalprep.live::9999999-Capital Preparatory Schools District
user-capstone.live-289,2018-10-04 06:00:42,,6,capstone.live::9999999-Capstone Education Group
user-capstone.live-403,2018-10-04 06:24:02,,10,capstone.live::9999999-Capstone Education Group
user-carrollcountyschools.live-1674,2018-10-04 06:19:36,,8,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-2,2018-10-04 06:33:46,,6,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-2365,2018-10-04 06:13:29,,0,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-2955,2018-10-04 06:02:37,,6,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-3346,2018-10-04 06:14:44,,0,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-4466,2018-10-04 06:25:02,,8,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-4542,2018-10-04 06:06:06,,9,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-4591,2018-10-04 06:23:38,,1,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-468,2018-10-04 06:42:41,,8,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-621,2018-10-04 06:36:57,,8,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-877,2018-10-04 06:44:44,,6,carrollcountyschools.live::9999999-Carroll County Schools
user-carrollcountyschools.live-884,2018-10-04 06:23:15,,7,carrollcountyschools.live::9999999-Carroll County Schools
user-ccboe.live-1488,2018-10-04 06:08:29,,0,ccboe.live::9999999-Columbia County School System
user-ccboe.live-215,2018-10-04 06:36:32,"Standards based assessments, rigor of questions, and easy to track data on mastery of the standards,",10,ccboe.live::9999999-Columbia County School System
user-ccboe.live-2440,2018-10-04 06:34:06,,10,ccboe.live::9999999-Columbia County School System
user-ccboe.live-2883,2018-10-04 06:16:52,,8,ccboe.live::9999999-Columbia County School System
user-ccboe.live-3004,2018-10-04 06:35:32,,3,ccboe.live::9999999-Columbia County School System
user-ccboe.live-3125,2018-10-04 06:31:19,,6,ccboe.live::9999999-Columbia County School System
user-ccboe.live-3164,2018-10-04 06:42:34,,10,ccboe.live::9999999-Columbia County School System
user-ccboe.live-319,2018-10-04 06:55:11,,1,ccboe.live::9999999-Columbia County School System
user-ccboe.live-3228,2018-10-04 06:04:56,"The platform is easier to operate than last year, but still has some weird quirks.",7,ccboe.live::9999999-Columbia County School System
user-ccboe.live-905,2018-10-04 06:08:17,,7,ccboe.live::9999999-Columbia County School System
user-ccboe.live-98,2018-10-04 06:53:04,,2,ccboe.live::9999999-Columbia County School System
user-ccpa.live-62,2018-10-04 06:12:07,,9,ccpa.live::9999999-CCPA - District
user-ccresa.live-162,2018-10-04 06:36:03,,2,ccresa.live::19140-St. Johns Public Schools
user-ccresa.live-311,2018-10-04 06:21:41,It is not user friendly.,4,ccresa.live::19100-Bath Community Schools
user-ccresa.live-884,2018-10-04 06:29:32,.,5,ccresa.live::19000-Clinton County RESA
user-ccresa.live-885,2018-10-04 06:05:20,,0,ccresa.live::19000-Clinton County RESA
user-ccresa.live-889,2018-10-04 06:16:36,"I think illuminate adds unnecessary and unimportant work to my day.  Examples are having to enter ongoing information for students who are no longer on my direct service caseload, but linger on my illuminate caseload for a month or more.  If I don't enter information for these students, the next month they are flagged as overdue.  Another example is the past August, we started school the last week of August, but the majority of my students were not provided service that month, again I had to enter information for each student, forty-something, indicating that service was not provided.  Also, being unable to add information to an IEP until each section is filled is very inconvenient.  I perceive these examples as unproductive use of my time for the sake of a technological program, that further minimizes my ability to provide service to students. Thanks for allowing my input.  Tim Fox",2,ccresa.live::19000-Clinton County RESA
user-centralcss.live-2399,2018-10-04 06:55:58,,5,centralcss.live::9999999-Central Community School System
user-centralcss.live-2442,2018-10-04 06:53:55,,10,centralcss.live::9999999-Central Community School System
user-centralcss.live-2688,2018-10-04 06:35:19,,10,centralcss.live::9999999-Central Community School System
user-centralcss.live-3009,2018-10-04 06:01:42,,8,centralcss.live::9999999-Central Community School System
user-centralcss.live-3275,2018-10-04 06:46:03,it makes things easy,10,centralcss.live::9999999-Central Community School System
user-cgresd.live-633,2018-10-04 06:22:19,,8,cgresd.live::18060-Harrison Community Schools
user-cherrycreekschools.live-3133,2018-10-04 06:43:14,,10,cherrycreekschools.live::9999999-CHERRY CREEK SCHOOL DISTRICT NO. 5
user-chuh.live-11362,2018-10-04 06:04:42,,8,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-chuh.live-11652,2018-10-04 06:03:03,,3,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-chuh.live-11659,2018-10-04 06:07:20,,5,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-chuh.live-11671,2018-10-04 06:18:40,,0,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-chuh.live-12188,2018-10-04 06:49:00,,0,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-chuh.live-12744,2018-10-04 06:08:52,,0,chuh.live::9999999-Cleveland Heights-University Heights City School District
user-cisd.focus-10957,2018-10-04 06:00:47,,5,cisd.focus::13120-Pennfield (District)
user-cisd.focus-11358,2018-10-04 06:23:34,It is very bulky and the graphs are hard to read,5,cisd.focus::13090-Lakeview (Calhoun) (District)
user-cisd.focus-154,2018-10-04 06:05:11,,5,cisd.focus::13000-Calhoun ISD (District)
user-cisd.focus-190,2018-10-04 06:16:50,,10,cisd.focus::9999999-Consortium (ALL)
user-cisd.focus-28799,2018-10-04 06:44:29,,5,cisd.focus::13000-Calhoun ISD (District)
user-cisd.focus-312,2018-10-04 06:14:55,,8,cisd.focus::9999999-Consortium (ALL)
user-cisd.focus-353,2018-10-04 06:08:36,Too many changes without explanation or reason( recent transition plan changes???).  Too much excessive checking of boxes.  ,4,cisd.focus::13070-Harper Creek (District)
user-cisd.focus-414,2018-10-04 06:07:25,,1,cisd.focus::13070-Harper Creek (District)
user-cisd.focus-43,2018-10-04 06:42:13,,10,cisd.focus::13095-Mar Lee District
user-cisd.focus-47004,2018-10-04 06:35:49,,2,cisd.focus::13090-Lakeview (Calhoun) (District)
user-cisd.focus-47083,2018-10-04 06:42:49,,9,cisd.focus::13120-Pennfield (District)
user-cisd.focus-48133,2018-10-04 06:27:22,,6,cisd.focus::8010-Delton Kellogg Schools (District)
user-cisd.focus-48399,2018-10-04 06:15:29,,6,cisd.focus::912000-Branch ISD (ISD)
user-cisd.focus-49846,2018-10-04 06:39:26,Information I put into the REED disappeared. I religiously hit the Save Area button. ,4,cisd.focus::912000-Branch ISD (ISD)
user-cisd.focus-50754,2018-10-04 06:31:17,,5,cisd.focus::13000-Calhoun ISD (District)
user-cisd.focus-51416,2018-10-04 06:25:53,,7,cisd.focus::13020-Battle Creek (District)
user-cisd.focus-51501,2018-10-04 06:56:29,,6,cisd.focus::13020-Battle Creek (District)
user-cisd.focus-51571,2018-10-04 06:29:45,,4,cisd.focus::13020-Battle Creek (District)
user-cisd.focus-6821,2018-10-04 06:30:18,xxx,4,cisd.focus::13901-Arbor Academy (District)
user-cisd.focus-6839,2018-10-04 06:01:21,,10,cisd.focus::912000-Branch ISD (ISD)
user-cisd.focus-9129,2018-10-04 06:15:48,,6,cisd.focus::12020-Bronson Community Schools
user-citycharterschool.live-185,2018-10-04 06:32:08,,8,citycharterschool.live::9999999-City Charter Schools
user-clarke.live-426,2018-10-04 06:29:57,,8,clarke.live::9999999-Clarke County School District
user-clarke.live-449,2018-10-04 06:29:28,,8,clarke.live::9999999-Clarke County School District
user-clay.live-8,2018-10-04 06:20:02,Great for gathering and analyzing data!,10,clay.live::9999999-Clay County School System -GA
user-clio.live-3172,2018-10-04 06:21:48,ease of use,10,clio.live::9999999-Clio Area Schools
user-clio.live-3296,2018-10-04 06:07:12,,8,clio.live::9999999-Clio Area Schools
user-coffee.live-1834,2018-10-04 06:55:29,,10,coffee.live::9999999-Coffee County Schools
user-coffee.live-2042,2018-10-04 06:14:43,,8,coffee.live::9999999-Coffee County Schools
user-coffee.live-2240,2018-10-04 06:05:40,,10,coffee.live::9999999-Coffee County Schools
user-coffee.live-2291,2018-10-04 06:22:12,,10,coffee.live::9999999-Coffee County Schools
user-coffee.live-3140,2018-10-04 06:14:55,,8,coffee.live::9999999-Coffee County Schools
user-colquitt.live-1435,2018-10-04 06:15:32,Illuminate is not user friendly to a math teacher trying to input math questions.  It needs to be compatible with Equation Editor from Microsoft.  ,0,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-1762,2018-10-04 06:42:14,,7,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-2466,2018-10-04 06:13:29,,10,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-2794,2018-10-04 06:14:02,,10,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-3072,2018-10-04 06:04:55,,10,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-3411,2018-10-04 06:12:05,Very informational and helpful with student learning and data analysis.,10,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-727,2018-10-04 06:46:27,,5,colquitt.live::9999999-Colquitt County Schools
user-colquitt.live-764,2018-10-04 06:55:46,,10,colquitt.live::9999999-Colquitt County Schools
user-coneyislandprep.live-224,2018-10-04 06:14:52,,7,coneyislandprep.live::9999999-Coney Island Prep
user-coneyislandprep.live-231,2018-10-04 06:02:01,no,5,coneyislandprep.live::9999999-Coney Island Prep
user-coneyislandprep.live-271,2018-10-04 06:07:59,,0,coneyislandprep.live::9999999-Coney Island Prep
user-coneyislandprep.live-272,2018-10-04 06:21:26,,3,coneyislandprep.live::9999999-Coney Island Prep
user-coneyislandprep.live-290,2018-10-04 06:17:42,,8,coneyislandprep.live::9999999-Coney Island Prep
user-coneyislandprep.live-633,2018-10-04 06:10:24,,10,coneyislandprep.live::9999999-Coney Island Prep
user-copesd.live-1671,2018-10-04 06:01:18,,8,copesd.live::69020-Gaylord Community School District
user-cornerstonecharters.live-237,2018-10-04 06:22:43,,9,cornerstonecharters.live::9999999-Cornerstone Charter School
user-crestwood.live-240,2018-10-04 06:38:13,,0,crestwood.live::9999999-Crestwood Board Office
user-csschools.live-79,2018-10-04 06:25:21,,8,csschools.live::9999999-Climax-Scotts Community Schools
user-dalton.live-1146,2018-10-04 06:29:52,not thrilled with the way some questions are graded.  we spend more time re-grading things than actually giving the test.,7,dalton.live::9999999-Dalton Public Schools
user-dalton.live-11712,2018-10-04 06:34:42,,4,dalton.live::9999999-Dalton Public Schools
user-dalton.live-16734,2018-10-04 06:39:55,,8,dalton.live::9999999-Dalton Public Schools
user-dalton.live-20922,2018-10-04 06:09:49,,8,dalton.live::9999999-Dalton Public Schools
user-dalton.live-499,2018-10-04 06:49:01,,8,dalton.live::9999999-Dalton Public Schools
user-davs.live-415,2018-10-04 06:04:21,,7,davs.live::9999999-Davison Community Schools
user-davs.live-849,2018-10-04 06:34:01,,6,davs.live::9999999-Davison Community Schools
user-dcboe.live-22,2018-10-04 06:47:42,,10,dcboe.live::9999999-Decatur County
user-dcprep.live-15,2018-10-04 06:49:33,,7,dcprep.live::9999999-DC Prep
user-dearborn.live-1339,2018-10-04 06:37:23,,9,dearborn.live::9999999-Dearborn Public Schools
user-dekalb.live-24716,2018-10-04 06:44:13,,10,dekalb.live::1-Region 1
user-demingps.live-10094,2018-10-04 06:40:21,,10,demingps.live::9999999-Deming Public Schools
user-demingps.live-10541,2018-10-04 06:57:12,I think Illuminate can be a very effective tool to use to drive instruction in the classroom.,10,demingps.live::9999999-Deming Public Schools
user-demingps.live-11277,2018-10-04 06:12:31,,9,demingps.live::9999999-Deming Public Schools
user-demingps.live-2170,2018-10-04 06:34:09,,7,demingps.live::9999999-Deming Public Schools
user-demingps.live-2282,2018-10-04 06:52:48,You cant edit a test or save it when you are not done making it.,7,demingps.live::9999999-Deming Public Schools
user-detroitacademy.live-59,2018-10-04 06:27:35,Love this program!,10,detroitacademy.live::9999999-DAAS DISTRICT OFFICE
user-diisd.ise-100000831,2018-10-04 06:10:05,,6,diisd.ise::22010-Iron Mountain Public Schools
user-diisd.ise-100001133,2018-10-04 06:24:03,"It is very easy to navigate to the right screen.
",10,diisd.ise::8877-Dickinson-Iron MoCI Students
user-district287.live-1100,2018-10-04 06:41:06,,7,district287.live::113-Ann Bremer Education Center
