Visitor ID,Date,Rating,Response,Channel
user-brighton.live-243,2021-10-26 07:55:37,10,,In-app
user-brightonsd.live-1115,2021-10-26 12:56:40,0,,In-app
user-brightonsd.live-1212,2021-10-26 09:16:02,0,"I do way too many assessments, the site is difficult to navigate.",In-app
user-brightonsd.live-1766,2021-10-26 17:00:00,3,,In-app
user-brightonsd.live-1767,2021-10-26 10:58:14,0,,In-app
user-brightonsd.live-2029,2021-10-26 07:11:19,2,,In-app
user-brightonsd.live-2577,2021-10-26 06:23:52,10,,In-app
user-brooklynlaboratoryschool.live-590,2021-10-26 08:07:49,1,,In-app
user-brssd.live-437,2021-10-26 11:51:11,1,,In-app
user-bvsd.live-4578,2021-10-26 10:50:23,1,,In-app
user-caddoschools.live-1040,2021-10-26 06:33:36,5,"I'm still working with illuminate, so I can't just recommend it yet.",In-app
user-caddoschools.live-20970,2021-10-26 06:37:10,5,,In-app
user-caddoschools.live-2108,2021-10-26 06:15:19,5,,In-app
user-caddoschools.live-2458,2021-10-26 07:32:54,10,,In-app
user-caddoschools.live-2730,2021-10-26 08:41:01,7,,In-app
user-caddoschools.live-897,2021-10-26 06:38:30,10,,In-app
user-caliber.live-143,2021-10-26 10:39:17,4,It is not user friendly! It seems to take years to really understanding its capability and it could be a lot more straightforward,In-app
user-calistoga.live-154,2021-10-26 18:12:46,9,,In-app
user-camdenton.live-2,2021-10-26 06:59:10,7,"The item bank is deep, but needs to be more user friendly for teachers. 
",In-app
user-capousd.dna-29784,2021-10-26 15:56:31,10,,In-app
user-carlsbad.live-3631,2021-10-26 14:38:55,0,,In-app
user-carm.live-133,2021-10-26 06:56:57,10,,In-app
user-carrollcountyschools.live-2384,2021-10-26 11:52:52,9,,In-app
user-castrovalley.live-1103,2021-10-26 16:10:14,0,,In-app
user-castrovalley.live-1190,2021-10-26 14:56:17,0,,In-app
user-castrovalley.live-1533,2021-10-26 13:43:08,10,,In-app
user-castrovalley.live-1583,2021-10-26 11:34:31,3,Too many clicks to get to information needed. ,In-app
user-castrovalley.live-991,2021-10-26 16:10:25,0,It is not intuitive.  Nor is it easy to use.,In-app
user-ccboe.live-1059,2021-10-26 17:05:22,9,,In-app
user-ccboe.live-1191,2021-10-26 07:58:21,7,,In-app
user-ccboe.live-2,2021-10-26 07:01:58,4,,In-app
user-ccboe.live-2818,2021-10-26 07:48:39,0,I would never talk about illuminate to a colleague. That would be very unusual. ,In-app
user-ccboe.live-9622,2021-10-26 08:26:20,4,,In-app
user-ccresa.live-153,2021-10-26 11:21:00,0,,In-app
user-centercity.live-248,2021-10-26 06:14:15,9,,In-app
user-centinela.dna-299,2021-10-26 15:02:46,4,babies full of rabies.  save errors.  no subscrpipt/superscript in new item creator,In-app
user-centralunified.dna-701,2021-10-26 11:10:54,9,,In-app
user-ceres.live-5352,2021-10-26 13:26:32,10,,In-app
user-cesd.live-1145,2021-10-26 07:11:33,5,,In-app
user-cesd.live-540,2021-10-26 21:35:16,0,,In-app
user-charemisd.live-922,2021-10-26 08:07:47,0,I do not like it. Serves no purpose for me as a teacher.,In-app
user-charlotte.live-469,2021-10-26 08:39:39,9,,In-app
user-charlottesvilleschools.live-810,2021-10-26 06:16:57,10,,In-app
user-charlottesvilleschools.live-918,2021-10-26 20:23:15,8,,In-app
user-cherrycreekschools.live-1229,2021-10-26 15:06:13,0,Too cumbersome!,In-app
user-cherrycreekschools.live-1298,2021-10-26 08:38:33,5,The data for FASTBRIDGE is hard to decipher.,In-app
user-cherrycreekschools.live-1818,2021-10-26 08:52:19,0,not user friendly at all. ,In-app
user-cherrycreekschools.live-9961,2021-10-26 14:24:51,1,,In-app
user-chicousd.dna-1911,2021-10-26 08:49:36,10,,In-app
user-chicousd.dna-3086,2021-10-26 10:59:04,9,,In-app
user-chinovalley.dna-100077,2021-10-26 13:39:19,0,"I would not recommend this program to anyone.  To begin with, this program is very difficult to use.  For example, how do you input writing scores?  You keep changing the program.  Also, your passages and questions don't always match the standard.  Finally, getting reports is a difficult process each and every time.  In conclusion, I cannot recommend this to any colleague. ",In-app
user-chslawandsocialjustice.live-128,2021-10-26 06:18:50,9,,In-app
user-chuh.live-11930,2021-10-26 09:57:50,9,,In-app
user-chusd.live-175,2021-10-26 11:55:31,8,,In-app
user-chusd.live-467,2021-10-26 10:04:53,10,,In-app
user-cisd.focus-184,2021-10-26 09:24:01,4,,In-app
user-cisd.focus-43,2021-10-26 09:52:30,8,,In-app
user-cisd.focus-47004,2021-10-26 08:35:12,0,It is not user friendly.,In-app
user-cisd.focus-47862,2021-10-26 10:56:33,8,there are some aspects of the platform that are very cumbersome and time consuming.   ,In-app
user-cisd.focus-48020,2021-10-26 12:16:06,5,,In-app
user-cisd.focus-49784,2021-10-26 09:24:18,6,,In-app
user-cisd.focus-51012,2021-10-26 10:14:18,1,,In-app
user-cisd.focus-51438,2021-10-26 06:18:34,1,,In-app
user-cisd.focus-51526,2021-10-26 07:08:53,0,,In-app
user-cisd.focus-53571,2021-10-26 06:18:46,10,,In-app
user-cisd.focus-8048,2021-10-26 20:19:36,7,,In-app
user-cisd.focus-8849,2021-10-26 10:28:38,0,,In-app
user-cisd.focus-8863,2021-10-26 07:28:33,9,,In-app
user-cisd.focus-9450,2021-10-26 08:34:47,5,,In-app
user-cjusd.live-3916,2021-10-26 08:24:13,0,,In-app
user-claremont.dna-1393,2021-10-26 08:50:20,10,,In-app
user-clarenceville.live-137,2021-10-26 06:20:14,10,,In-app
user-clarkston.live-149,2021-10-26 11:10:16,7,,In-app
user-clayton.live-147,2021-10-26 09:09:01,10,it is very user friendly,In-app
user-clayton.live-1555,2021-10-26 18:34:39,0,,In-app
user-clayton.live-1886,2021-10-26 13:48:36,10,,In-app
user-clayton.live-1940,2021-10-26 19:53:56,8,,In-app
user-clayton.live-743,2021-10-26 08:39:43,8,"Very organized, but needs more questions for lower grade levels.",In-app
user-clayton.live-9757,2021-10-26 20:02:57,10,,In-app
user-cnusd.live-3807,2021-10-26 20:21:39,0,Not user friendly,In-app
user-cnusd.live-3817,2021-10-26 16:24:04,10,,In-app
user-cnusd.live-4538,2021-10-26 13:10:40,0,,In-app
user-cnusd.live-6535,2021-10-26 14:49:07,1,,In-app
user-coffee.live-2318,2021-10-26 06:29:39,10,,In-app
user-coffee.live-3819,2021-10-26 11:15:56,8,,In-app
user-coffee.live-3917,2021-10-26 06:20:30,10,Illuminate is a great resource for teachers. My students use this weekly to practice and assess grade-level standards.,In-app
user-coffee.live-4434,2021-10-26 10:49:33,10,because i have to,In-app
user-cojusd.dna-392,2021-10-26 11:16:43,8,,In-app
user-colquitt.live-2906,2021-10-26 12:28:22,5,,In-app
user-colquitt.live-945,2021-10-26 14:52:00,8,,In-app
user-compton.live-1983,2021-10-26 11:47:28,10,Assessments and results are in the same place which speaks volumes about the organization of data.,In-app
user-compton.live-2,2021-10-26 07:42:04,7,The one report I would like is a report listing the students who have not complete their test. ,In-app
user-compton.live-2013,2021-10-26 11:02:23,1,,In-app
user-compton.live-2194,2021-10-26 11:10:38,9,"i would like to see a list of students that still need to complete their test.
i know who took the test, i would like to see who hasn't",In-app
user-compton.live-2479,2021-10-26 08:54:31,8,,In-app
user-compton.live-2511,2021-10-26 09:12:30,2,,In-app
user-compton.live-2563,2021-10-26 09:11:07,7,,In-app
user-compton.live-3017,2021-10-26 10:18:15,10,,In-app
user-compton.live-3110,2021-10-26 11:02:11,5,,In-app
user-compton.live-4025,2021-10-26 07:12:04,2,,In-app
user-compton.live-4255,2021-10-26 08:50:48,7,,In-app
user-culvercity.live-1704,2021-10-26 18:09:05,8,It's easy to look at and track data.,In-app
user-cusd.dna-100023674,2021-10-26 10:24:27,10,"It works well, gives me the reports I need, and allows for things like Live Proctoring. ",In-app
user-cusd.dna-573505781,2021-10-26 08:52:38,9,,In-app
user-cvesd.live-4820,2021-10-26 11:53:57,3,,In-app
user-dasd.live-988,2021-10-26 10:12:34,0,,In-app
user-dcboe.live-953,2021-10-26 08:05:06,10,,In-app
user-dcjesd.live-1558,2021-10-26 10:11:51,0,,In-app
user-dcjesd.live-1704,2021-10-26 12:47:37,0,,In-app
user-dcssga.live-2628,2021-10-26 07:03:52,9,,In-app
user-dekalb.live-18461,2021-10-26 16:43:46,10,,In-app
user-dekalb.live-18623,2021-10-26 06:43:54,10,,In-app
user-dekalb.live-21253,2021-10-26 10:00:54,8,,In-app
user-dekalb.live-23233,2021-10-26 18:26:53,10,,In-app
user-dekalb.live-23919,2021-10-26 11:21:12,9,,In-app
user-dekalb.live-27090,2021-10-26 09:19:09,8,,In-app
user-dekalb.live-28870,2021-10-26 11:43:59,7,,In-app
user-dekalb.live-30456,2021-10-26 12:37:21,5,"There are bugs with the system, students can log in and take the test, but their grades do not show up,  students can no longer log into the tests to see which questions they got wrong on the test, printing excel documents with grades after the test is becoming more difficult with sections disappearing...reports are not intuitive and though there is plenty of info it is not easily to disaggregate the data",In-app
user-dekalb.live-32152,2021-10-26 06:10:33,10,The customer service!,In-app
user-dekalb.live-32170,2021-10-26 10:15:50,10,,In-app
user-dekalb.live-34608,2021-10-26 06:11:36,10,,In-app
user-dekalb.live-38713,2021-10-26 11:09:33,2,,In-app
user-dekalb.live-40739,2021-10-26 11:30:27,10,,In-app
user-dekalb.live-42390,2021-10-26 06:32:28,0,Not elementary child friendly,In-app
user-dekalb.live-42417,2021-10-26 09:34:08,8,,In-app
user-dekalb.live-43480,2021-10-26 11:12:57,3,,In-app
user-dekalb.live-43623,2021-10-26 07:14:34,10,,In-app
user-demingps.live-1954,2021-10-26 20:32:52,10,,In-app
user-dinuba.live-2261,2021-10-26 14:33:09,6,,In-app
user-dinuba.live-3755,2021-10-26 09:48:34,4,Support has been an issue,In-app
user-djusd.dna-3360,2021-10-26 15:58:06,5,,In-app
user-dpsk12.live-200526,2021-10-26 09:10:16,10,"It works, mostly, and the accommodations that Illuminate has made to work with the Denver Public Schools, such as maintaining access to the legacy itembank so we can use multiple rubrics, has been extraordinarily supportive and benefits students, staff, and leadership.",In-app
user-dpsk12.live-203999,2021-10-26 13:53:42,0,,In-app
user-dpsk12.live-207681,2021-10-26 15:42:23,4,,In-app
user-dpsk12.live-213906,2021-10-26 07:38:48,3,,In-app
user-dpsk12.live-222131,2021-10-26 06:43:17,7,,In-app
user-dpsk12.live-230769,2021-10-26 08:42:02,0,,In-app
user-dpsk12.live-235169,2021-10-26 14:45:55,3,,In-app
user-dpsk12.live-243282,2021-10-26 07:20:24,6,,In-app
user-dpsk12.live-243420,2021-10-26 10:20:18,2,,In-app
user-dpsk12.live-244142,2021-10-26 09:16:34,8,,In-app
user-dreamnyc.live-1600,2021-10-26 12:50:02,0,,In-app
user-dreamnyc.live-1606,2021-10-26 11:01:34,0,,In-app
user-dsisd.ise-100000495,2021-10-26 07:50:55,9,,In-app
user-dsisd.ise-100001307,2021-10-26 11:59:05,6,,In-app
user-dublinusd.live-239,2021-10-26 10:23:03,8,,In-app
user-eastclevelandschools.live-29,2021-10-26 06:11:43,0,"Not intuitive, loads slowly, can't always find kids, only have content for math and ELA, reports are all over the place.",In-app
user-eastendprep.live-470,2021-10-26 13:37:34,6,"the grading is strange
",In-app
user-ebrschools.live-11483,2021-10-26 11:45:12,10,,In-app
user-ebrschools.live-14437,2021-10-26 14:02:21,0,It is not user friendly. It is laughably difficult to navigate. I would never recommend this unless major changes happen quickly.,In-app
user-ebrschools.live-165,2021-10-26 11:12:48,7,,In-app
user-ebrschools.live-2058,2021-10-26 06:32:43,2,your platform does not have the ability to create technology enhanced questions like drag and drop,In-app
user-ebrschools.live-511,2021-10-26 21:19:25,8,,In-app
user-ebrschools.live-9013,2021-10-26 10:28:20,10,Great data reports for analysis. ,In-app
user-efcps.isi-1437,2021-10-26 10:18:02,10,,In-app
user-egusd.live-10166,2021-10-26 16:50:08,2,"It is not an intuitive program.  It is difficult to navigate what you need.  For example, When I click on assessments I should see the assessment I have assigned and the ones I can assign.  When I click on reports I think I will see the tests students have taken and I have assigned but instead I jump through screens to finally see the data.  It is clunky to find what I want.  ",In-app
user-egusd.live-10556,2021-10-26 07:41:18,5,,In-app
user-egusd.live-10613,2021-10-26 08:06:32,2,,In-app
user-egusd.live-10838,2021-10-26 16:01:26,0,,In-app
user-egusd.live-11013,2021-10-26 09:14:29,2,,In-app
user-egusd.live-11338,2021-10-26 13:50:36,10,,In-app
user-egusd.live-11553,2021-10-26 07:02:05,10,,In-app
user-egusd.live-12189,2021-10-26 13:46:13,3,Too hard to find reports and the data isn't specific enough. ,In-app
user-egusd.live-12640,2021-10-26 08:22:25,4,,In-app
user-egusd.live-17502,2021-10-26 11:54:49,0,,In-app
user-egusd.live-19645,2021-10-26 13:08:50,7,,In-app
user-egusd.live-8921,2021-10-26 15:05:46,0,,In-app
user-egusd.live-8940,2021-10-26 15:45:04,0,This format is so inappropriate for second graders. ,In-app
user-egusd.live-9264,2021-10-26 07:47:43,5,It is very difficult to make an assessment. The program will freeze or take a long time to pull up questions.  The search engine does not work efficiently.  I spend too much time on a tool that is supposed to save me time.,In-app
user-egusd.live-9439,2021-10-26 07:42:35,8,,In-app
user-egusd.live-9509,2021-10-26 08:42:18,0,,In-app
user-egusd.live-9594,2021-10-26 12:50:40,6,,In-app
user-egusd.live-9935,2021-10-26 11:12:25,7,,In-app
user-egusd.live-9950,2021-10-26 08:47:49,2,It's not easy to understand or figure out.  It's difficult to find individual student results without having to search for a long time.,In-app
user-elevate.live-226,2021-10-26 17:53:57,7,,In-app
user-emuhsd.live-296,2021-10-26 09:05:15,10,I love using Illuminate for testing and reviewing data! It's easy to use and it saves me a lot of time! Students love using it too!,In-app
user-emuhsd.live-311,2021-10-26 10:42:06,5,,In-app
user-envision.dna-615,2021-10-26 21:15:24,8,,In-app
user-erusd.live-1035,2021-10-26 11:54:15,8,,In-app
user-erusd.live-914,2021-10-26 07:29:31,0,,In-app
user-eup.ise-100002097,2021-10-26 06:33:19,4,,In-app
user-eup.ise-100004101,2021-10-26 10:05:19,8,,In-app
user-evans.live-455,2021-10-26 14:37:29,9,,In-app
user-ewcsd.live-105,2021-10-26 14:21:53,8,,In-app
user-ewcsd.live-221,2021-10-26 17:30:54,0,The only reason I use this program is because it is mandated by my district.,In-app
user-ewcsd.live-71,2021-10-26 22:24:09,7,,In-app
user-farmington.live-565,2021-10-26 09:29:29,0,,In-app
user-fcusd.live-7706,2021-10-26 11:03:25,9,,In-app
user-fjuhsd.dna-1934,2021-10-26 12:59:20,10,,In-app
user-fmsd.live-1081,2021-10-26 08:56:26,9,,In-app
user-fortuneschool.live-402,2021-10-26 09:25:46,10,,In-app
user-fowler.live-564,2021-10-26 12:14:06,8,,In-app
user-freedomprep.live-682,2021-10-26 06:13:06,10,Great resources and systems overall,In-app
user-fremont.live-2681,2021-10-26 06:44:53,10,,In-app
user-fremont.live-2821,2021-10-26 07:02:41,1,,In-app
user-fremont.live-4181,2021-10-26 20:10:30,7,,In-app
user-fremont.live-4410,2021-10-26 10:47:58,10,clear information,In-app
user-fremont.live-4795,2021-10-26 06:32:55,0,,In-app
user-fremont.live-4937,2021-10-26 13:10:34,0,,In-app
user-fremont.live-5402,2021-10-26 09:29:06,4,,In-app
user-fremont.live-5577,2021-10-26 19:44:34,0,"Using the Gradebook feature is extremely tedious.  It requires a lot of steps to create an assignment to add grades for, especially when multiple standards are required.  The data is difficult to view.  There is little to no color variation, so the separation between standards is difficult to view, especially when the data wraps onto separate pages.",In-app
user-fremont.live-6727,2021-10-26 15:37:29,0,can't find what i'm looking for,In-app
user-fresnounified.live-6063,2021-10-26 12:54:46,10,,In-app
user-fsusd.live-14794,2021-10-26 09:11:05,7,,In-app
user-fsusd.live-14863,2021-10-26 07:58:52,6,Not organically easy to use. Have to have very specific instructions (step by step) or you won't be able to figure it out. ,In-app
user-fsusd.live-15295,2021-10-26 20:43:09,10,,In-app
user-fsusd.live-16227,2021-10-26 06:11:49,10,,In-app
user-fsusd.live-16296,2021-10-26 22:57:49,6,This program can be confusing to use when importing grades and Aeries seems easier to use at this time.,In-app
user-fsusd.live-16461,2021-10-26 11:24:29,10,,In-app
user-fsusd.live-16584,2021-10-26 13:15:42,9,Very easy and accessible!,In-app
user-fsusd.live-21012,2021-10-26 13:07:09,10,,In-app
user-fulton.live-10031,2021-10-26 12:39:27,8,"its confusing 
",In-app
user-fulton.live-10500,2021-10-26 06:14:16,9,I like Illuminate to grasp the quick feedback on student learning and formative assessment guides me where to focus more or reteach/remediate with quick results.,In-app
user-fulton.live-10994,2021-10-26 18:56:15,4,Question choices are limited and lag time on being able to grade,In-app
user-fulton.live-11212,2021-10-26 06:23:36,10,,In-app
user-fulton.live-120437,2021-10-26 06:54:58,4,Not a big fan.,In-app
user-fulton.live-122633,2021-10-26 07:39:27,10,,In-app
user-fulton.live-125935,2021-10-26 07:06:50,10,,In-app
user-fulton.live-126787,2021-10-26 20:54:09,9,,In-app
user-fulton.live-129263,2021-10-26 11:20:53,0,,In-app
user-fulton.live-129264,2021-10-26 11:43:21,0,too complicated and doesnt work half the time,In-app
user-fulton.live-129487,2021-10-26 08:19:52,9,,In-app
user-fulton.live-130974,2021-10-26 06:24:37,4,,In-app
user-fulton.live-131268,2021-10-26 06:32:04,10,Gives immediate feedback,In-app
user-fulton.live-14872,2021-10-26 12:02:35,10," ",In-app
user-fulton.live-15171,2021-10-26 08:56:44,10,"Good source of a variety of questions and question types.  Plus many of the reports, especially matrix are extremely useful.  
",In-app
user-fulton.live-15772,2021-10-26 07:21:05,8,,In-app
user-fulton.live-2111,2021-10-26 06:26:59,2,not user friendly AT ALL. ,In-app
user-fulton.live-2183,2021-10-26 07:20:19,0,This program is TRASH!,In-app
user-fulton.live-2248,2021-10-26 07:38:35,8,,In-app
user-fulton.live-2569,2021-10-26 13:44:12,10,,In-app
user-fulton.live-2607,2021-10-26 06:21:50,10,Ease of use!,In-app
user-fulton.live-565,2021-10-26 08:46:59,0,"slow, limited question bank, bad questions with incorrect answers, correct answers marked wrong because of formating",In-app
user-fulton.live-6308,2021-10-26 11:10:02,10,,In-app
user-fulton.live-6590,2021-10-26 08:58:58,0,Just another low quality content program used to create data to give middle management something to do. ,In-app
user-fulton.live-6967,2021-10-26 07:05:17,0,"Questions are worded weird (I guess someone thinks that makes it a higher level of difficulty....it only makes it confusing).  Also, there are a lot of copyrighted questions being used (meaning...they cut and pasted it from a paid resource).  I would love to help you improve the math test question banks.  Thanks for your time.",In-app
user-fulton.live-7572,2021-10-26 21:30:52,8,,In-app
user-fulton.live-9439,2021-10-26 06:31:47,10,,In-app
user-fulton.live-9763,2021-10-26 06:54:26,9,.,In-app
user-fwcs.live-2847,2021-10-26 12:15:52,2,"Very difficult to navigate, create, and find data.",In-app
user-fwcs.live-3184,2021-10-26 06:51:24,10,Easy to navigate,In-app
user-fwcs.live-3575,2021-10-26 13:20:02,0,,In-app
user-fwcs.live-4099,2021-10-26 10:17:33,3,It can be clunky and cumbersome to find what you need - too many steps,In-app
user-fwcs.live-4122,2021-10-26 07:19:03,6,Not as user friendly as I'd hoped. ,In-app
user-fwcs.live-4496,2021-10-26 06:47:08,10,,In-app
user-fwusd.live-1053,2021-10-26 21:11:22,0,,In-app
user-gaca.live-4483,2021-10-26 07:55:29,8,overall good product,In-app
user-gaca.live-4536,2021-10-26 06:41:24,5,Has good materials and uses but not user friendly to navigate and administer/share tests.,In-app
user-gacsnet.live-236,2021-10-26 06:13:54,8,,In-app
user-gadsden.live-8623,2021-10-26 12:48:07,6,Cumbersome to manuever; busy visually.,In-app
user-gardencity.live-31,2021-10-26 09:56:27,1,,In-app
user-gardencity.live-62,2021-10-26 08:30:19,9,,In-app
user-gardengrove.dna-121,2021-10-26 09:10:24,7,,In-app
user-gardengrove.dna-3577,2021-10-26 20:55:25,10,,In-app
user-gardengrove.dna-689,2021-10-26 07:35:42,10,,In-app
user-gardengrove.dna-857,2021-10-26 07:45:52,7,,In-app
user-gardengrove.dna-989,2021-10-26 07:22:41,9,,In-app
user-gcak12.live-1848,2021-10-26 06:46:50,6,Some of the questions that are supposed to have a visual don't have one. ,In-app
user-gcak12.live-2074,2021-10-26 06:19:02,6,,In-app
user-gcak12.live-2303,2021-10-26 06:13:25,4,,In-app
user-gcak12.live-2691,2021-10-26 06:44:33,10,,In-app
user-gcak12.live-2696,2021-10-26 06:11:16,0,,In-app
user-gcak12.live-2850,2021-10-26 06:16:11,10,,In-app
user-gcak12.live-2977,2021-10-26 06:10:21,8,,In-app
user-gcak12.live-3118,2021-10-26 06:16:03,7,,In-app
user-gcak12.live-3228,2021-10-26 07:46:55,10,,In-app
user-gcak12.live-3260,2021-10-26 08:00:02,7,"still needs some improvement in userability.  i'm new so i'm still learning, but it needs to be more user friendly",In-app
user-gcak12.live-3282,2021-10-26 12:43:52,9,,In-app
user-gccs.live-439,2021-10-26 14:15:53,0,,In-app
user-gccs.live-87,2021-10-26 08:16:48,5,Vocabulary does not match common core language. Example: claim vs. assertion. Reading levels (Lexiles) are not provided for passages.,In-app
user-gckschools.live-3165,2021-10-26 09:10:20,10,We have to use these resources as another way to compile information about our students  and his/her literacy needs. Having the ability to share common assessments allows us as a team to review data.,In-app
user-gfusd.live-10,2021-10-26 08:20:13,2,,In-app
user-gibraltar.live-165,2021-10-26 12:57:03,8,,In-app
user-gilbertschools.live-4264,2021-10-26 08:33:59,9,,In-app
